BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}20031.355469,14908.265625,-26995.664062,0.053833,-0.003296,0.482300,-0.015267,0.015267,-0.015267,-0.332649,-6.507411,-24636.242188,-24833.837891
{plotter}20036.876953,14920.006836,-26986.613281,0.055054,-0.002197,0.478760,-0.015267,0.061069,-0.076336,-0.330361,-6.508451,-24626.541016,-24833.265625
{plotter}20039.818359,14915.190430,-26991.882812,0.056763,-0.003662,0.479126,0.000000,0.030534,0.030534,-0.338216,-6.526577,-24626.951172,-24832.787109
{plotter}20031.908203,14908.004883,-26994.484375,0.053223,-0.003540,0.474976,-0.076336,0.061069,0.000000,-0.342117,-6.521677,-24632.558594,-24832.716797
{plotter}20034.839844,14912.702148,-26992.087891,0.054077,-0.003540,0.479980,0.045802,0.076336,0.030534,-0.336959,-6.518340,-24629.130859,-24832.371094
{plotter}20032.570312,14913.045898,-26989.996094,0.055786,-0.002686,0.477417,-0.030534,0.030534,0.061069,-0.336928,-6.522871,-24626.246094,-24831.816406
{plotter}20037.220703,14917.223633,-26986.992188,0.053589,-0.004761,0.478638,-0.061069,0.000000,-0.091603,-0.342507,-6.522322,-24623.037109,-24831.035156
{plotter}20040.259766,14927.742188,-26996.820312,0.055542,-0.000366,0.480103,0.000000,-0.030534,0.091603,-0.332953,-6.525604,-24630.125000,-24830.769531
{plotter}20036.537109,14925.724609,-26989.087891,0.057495,-0.002441,0.478760,-0.030534,0.015267,0.045802,-0.327118,-6.537747,-24618.082031,-24829.630859
{plotter}20029.986328,14917.193359,-26993.769531,0.054321,-0.001831,0.479980,0.000000,0.030534,-0.045802,-0.323396,-6.535018,-24621.980469,-24828.816406
{plotter}20037.429688,14920.359375,-26982.583984,0.055908,-0.003906,0.475952,0.030534,0.015267,0.000000,-0.326696,-6.544625,-24607.416016,-24826.982422
{plotter}20037.128906,14919.925781,-26990.455078,0.055420,-0.003052,0.479248,-0.030534,0.015267,0.015267,-0.328272,-6.546375,-24614.580078,-24825.738281
{plotter}20031.177734,14917.562500,-26989.638672,0.055908,-0.001221,0.477539,-0.015267,0.015267,0.015267,-0.325094,-6.554654,-24611.457031,-24824.308594
{plotter}20036.902344,14916.179688,-26988.283203,0.055420,-0.004517,0.473877,0.030534,-0.030534,0.061069,-0.331628,-6.559178,-24608.146484,-24822.716797
{plotter}20031.906250,14913.226562,-26988.250000,0.054810,-0.002686,0.475220,-0.015267,0.045802,0.015267,-0.339630,-6.573243,-24605.076172,-24820.980469
{plotter}20029.031250,14914.432617,-26986.464844,0.054932,-0.000610,0.479126,-0.045802,0.045802,0.015267,-0.331694,-6.571807,-24602.177734,-24819.074219
{plotter}20035.312500,14917.816406,-26994.693359,0.053833,-0.003052,0.478638,-0.045802,0.030534,-0.015267,-0.336417,-6.566971,-24611.910156,-24817.947266
{plotter}20035.839844,14920.686523,-26990.736328,0.055664,0.000977,0.479614,-0.030534,-0.076336,0.000000,-0.322244,-6.570246,-24603.886719,-24816.263672
{plotter}20031.175781,14923.231445,-26996.337891,0.055298,-0.003052,0.479736,0.000000,0.061069,0.045802,-0.333166,-6.563326,-24615.443359,-24815.455078
{plotter}20032.601562,14914.986328,-26988.494141,0.054077,-0.003906,0.477661,-0.045802,0.000000,0.030534,-0.338123,-6.560327,-24610.042969,-24814.296875
{plotter}20037.951172,14914.241211,-26991.599609,0.053467,-0.002319,0.479126,-0.045802,0.061069,0.000000,-0.332021,-6.555750,-24611.886719,-24813.324219
{plotter}20035.294922,14916.716797,-26991.638672,0.054810,-0.005493,0.476440,-0.015267,0.000000,0.000000,-0.342613,-6.556300,-24615.632812,-24812.646484
{plotter}20040.892578,14914.850586,-26993.453125,0.057495,-0.002075,0.476807,-0.030534,0.015267,0.015267,-0.334069,-6.558346,-24615.570312,-24812.001953
{plotter}20034.525391,14923.523438,-26995.613281,0.055298,-0.004883,0.477783,0.000000,0.045802,0.061069,-0.342062,-6.559341,-24618.347656,-24811.556641
{plotter}20035.515625,14919.514648,-26989.095703,0.054688,-0.002441,0.478760,0.030534,0.061069,0.045802,-0.344412,-6.548582,-24616.619141,-24810.988281
{plotter}20038.550781,14918.550781,-26996.052734,0.053101,-0.000854,0.476440,-0.030534,0.076336,0.061069,-0.337110,-6.541657,-24624.126953,-24810.982422
{plotter}20035.193359,14921.943359,-26995.378906,0.055908,-0.003174,0.479248,0.000000,0.030534,0.000000,-0.340648,-6.548298,-24622.488281,-24810.847656
{plotter}20037.314453,14916.816406,-26994.054688,0.055298,-0.000732,0.476807,-0.091603,0.045802,-0.015267,-0.333835,-6.550066,-24618.060547,-24810.419922
{plotter}20033.562500,14918.867188,-26995.814453,0.054565,-0.001709,0.476685,-0.030534,0.015267,0.061069,-0.324957,-6.541910,-24621.535156,-24810.222656
{plotter}20029.664062,14916.365234,-26994.099609,0.056152,-0.004150,0.477417,0.045802,0.015267,0.015267,-0.329624,-6.547329,-24618.992188,-24809.853516
{plotter}20033.068359,14919.857422,-26992.761719,0.054565,-0.001587,0.478394,0.015267,0.030534,-0.061069,-0.325873,-6.551343,-24614.964844,-24809.210938
{plotter}20034.839844,14912.954102,-26989.121094,0.053223,-0.003052,0.481567,-0.030534,0.045802,-0.015267,-0.327358,-6.543133,-24614.541016,-24808.560547
{plotter}20029.916016,14912.867188,-26990.529297,0.057617,-0.002319,0.482056,0.000000,0.045802,0.045802,-0.315669,-6.551062,-24611.695312,-24807.718750
{plotter}20026.255859,14914.700195,-26996.406250,0.053955,0.000488,0.475464,0.000000,-0.015267,0.015267,-0.303543,-6.549201,-24614.238281,-24807.076172
{plotter}20035.392578,14923.374023,-26989.605469,0.052979,-0.002808,0.482666,0.000000,-0.030534,0.000000,-0.302867,-6.543185,-24607.412109,-24805.949219
{plotter}20026.654297,14918.984375,-26992.828125,0.053833,-0.003052,0.478271,-0.076336,0.045802,-0.015267,-0.305900,-6.538927,-24615.384766,-24805.419922
{plotter}20032.435547,14913.476562,-26992.873047,0.052490,-0.001343,0.476929,-0.061069,0.076336,0.045802,-0.285876,-6.540020,-24608.076172,-24804.408203
{plotter}20027.029297,14913.881836,-26991.541016,0.052856,-0.003418,0.477905,-0.061069,0.015267,-0.030534,-0.290592,-6.532809,-24612.568359,-24803.722656
{plotter}20023.496094,14920.321289,-26989.224609,0.054932,-0.001465,0.476562,-0.076336,0.045802,0.030534,-0.287361,-6.523446,-24614.058594,-24803.121094
{plotter}20025.406250,14924.127930,-26992.796875,0.054688,-0.002441,0.476074,-0.015267,0.030534,-0.061069,-0.287526,-6.524259,-24616.691406,-24802.730469
{plotter}20027.214844,14927.431641,-26995.498047,0.051880,-0.002686,0.476562,-0.030534,-0.015267,-0.015267,-0.285506,-6.523549,-24617.388672,-24802.406250
{plotter}20034.861328,14928.157227,-26983.794922,0.054688,-0.005737,0.479004,-0.045802,0.015267,0.030534,-0.298945,-6.523314,-24610.003906,-24801.564453
{plotter}20027.789062,14916.626953,-26992.716797,0.056030,-0.002319,0.481934,-0.045802,0.000000,0.015267,-0.289728,-6.517160,-24620.314453,-24801.501953
{plotter}20026.990234,14920.018555,-26995.003906,0.056519,-0.003906,0.479980,-0.015267,0.000000,-0.030534,-0.295390,-6.523866,-24620.857422,-24801.490234
{plotter}20023.500000,14917.263672,-26991.859375,0.055786,-0.003174,0.479736,0.000000,0.000000,0.045802,-0.297797,-6.527212,-24617.714844,-24801.248047
{plotter}20032.085938,14917.604492,-26989.626953,0.056152,-0.003540,0.477661,0.061069,0.061069,0.030534,-0.300760,-6.532262,-24612.933594,-24800.701172
{plotter}20027.611328,14917.969727,-26998.003906,0.057129,-0.004272,0.475708,-0.015267,0.000000,0.015267,-0.305412,-6.528651,-24625.355469,-24801.054688
{plotter}20028.869141,14918.494141,-26990.052734,0.056030,-0.001587,0.481323,0.000000,0.030534,0.030534,-0.301569,-6.532075,-24614.011719,-24800.578125
{plotter}20027.453125,14918.948242,-26991.068359,0.056763,-0.000610,0.479370,-0.045802,0.030534,0.061069,-0.303115,-6.547306,-24611.103516,-24799.927734
{plotter}20025.892578,14912.288086,-26986.205078,0.056641,-0.000366,0.480591,-0.030534,0.076336,-0.015267,-0.295102,-6.552028,-24600.833984,-24798.578125
{plotter}20027.708984,14919.068359,-26989.898438,0.053223,-0.004150,0.475708,-0.015267,0.091603,0.030534,-0.310460,-6.542603,-24610.501953,-24797.957031
{plotter}20024.933594,14923.307617,-26994.800781,0.055542,-0.003662,0.478516,0.015267,0.030534,-0.015267,-0.314113,-6.544975,-24617.242188,-24797.835938
{plotter}20025.562500,14921.834961,-26989.529297,0.055542,0.000610,0.480225,-0.061069,0.045802,0.061069,-0.305805,-6.545176,-24611.003906,-24797.263672
{plotter}20019.253906,14919.669922,-26995.062500,0.054077,-0.000366,0.479370,-0.015267,0.015267,0.000000,-0.297490,-6.541811,-24615.138672,-24796.992188
{plotter}20025.839844,14921.894531,-26990.384766,0.056152,-0.004883,0.479248,0.045802,0.030534,0.000000,-0.310262,-6.547105,-24610.781250,-24796.429688
{plotter}20027.160156,14926.385742,-26989.271484,0.058960,-0.001343,0.478149,-0.015267,0.030534,0.015267,-0.305588,-6.562420,-24602.328125,-24795.298828
{plotter}20026.091797,14920.516602,-26988.925781,0.053711,-0.001953,0.480103,0.015267,0.015267,0.030534,-0.296829,-6.573206,-24594.828125,-24793.697266
{plotter}20026.085938,14917.416992,-26993.689453,0.054077,-0.003174,0.480713,-0.015267,-0.030534,-0.076336,-0.299369,-6.569112,-24602.513672,-24792.714844
{plotter}20020.980469,14915.850586,-26990.697266,0.056885,-0.004761,0.480103,0.030534,0.015267,-0.015267,-0.309257,-6.576782,-24599.574219,-24791.562500
{plotter}20022.931641,14916.600586,-26985.091797,0.057617,0.000000,0.481079,-0.030534,-0.030534,0.045802,-0.306212,-6.581499,-24593.365234,-24790.009766
{plotter}20022.064453,14918.043945,-26991.513672,0.054932,-0.002808,0.476685,-0.045802,0.030534,0.030534,-0.307830,-6.581119,-24598.166016,-24788.867188
{plotter}20025.283203,14916.830078,-26989.328125,0.055786,-0.002197,0.478882,0.000000,0.030534,0.015267,-0.314054,-6.581025,-24597.714844,-24787.746094
{plotter}20026.361328,14925.095703,-26992.267578,0.053223,-0.002075,0.481934,-0.015267,0.030534,-0.015267,-0.311943,-6.571974,-24603.183594,-24787.029297
{plotter}20029.537109,14917.122070,-26992.607422,0.056763,-0.004028,0.477539,-0.030534,0.076336,-0.045802,-0.314751,-6.571837,-24604.220703,-24786.443359
{plotter}20030.722656,14918.681641,-26990.931641,0.054077,-0.003174,0.480103,-0.061069,0.030534,0.015267,-0.317632,-6.567060,-24604.751953,-24785.916016
{plotter}20025.304688,14919.256836,-26989.763672,0.054810,-0.004883,0.476929,-0.015267,0.000000,-0.015267,-0.331013,-6.565933,-24607.300781,-24785.582031
{plotter}20033.468750,14922.751953,-26987.242188,0.053223,-0.000122,0.481812,0.015267,0.045802,0.015267,-0.320491,-6.557175,-24605.494141,-24785.121094
{plotter}20021.923828,14920.425781,-26991.474609,0.053833,-0.003540,0.480347,0.000000,0.015267,0.000000,-0.338784,-6.562408,-24612.546875,-24785.193359
{plotter}20021.740234,14921.964844,-26987.683594,0.054810,-0.002319,0.479370,0.000000,0.015267,-0.045802,-0.336559,-6.561264,-24609.744141,-24785.050781
{plotter}20026.744141,14921.412109,-26993.367188,0.056763,-0.003906,0.478394,-0.061069,0.000000,0.061069,-0.335559,-6.565548,-24613.373047,-24785.195312
{plotter}20026.050781,14922.291016,-26989.761719,0.056396,-0.004150,0.477661,-0.030534,0.061069,0.030534,-0.341123,-6.570312,-24608.855469,-24785.023438
{plotter}20026.484375,14924.158203,-26994.816406,0.054932,-0.001221,0.479248,0.000000,0.045802,-0.030534,-0.338232,-6.578974,-24609.988281,-24784.953125
{plotter}20033.626953,14919.021484,-26992.382812,0.057861,-0.003052,0.478027,0.000000,0.015267,-0.015267,-0.338913,-6.589425,-24602.330078,-24784.380859
{plotter}20031.189453,14921.139648,-26986.601562,0.055054,0.001221,0.477905,-0.030534,0.030534,0.091603,-0.335479,-6.596979,-24594.275391,-24783.248047
{plotter}20021.552734,14923.486328,-26992.365234,0.055420,-0.003540,0.478760,-0.045802,0.015267,0.030534,-0.338917,-6.597295,-24600.568359,-24782.583984
{plotter}20031.923828,14916.019531,-26988.839844,0.054932,-0.004028,0.478638,0.030534,0.061069,0.000000,-0.345324,-6.587357,-24600.810547,-24781.992188
{plotter}20027.712891,14914.306641,-26992.228516,0.056030,-0.001343,0.482544,-0.045802,0.015267,0.061069,-0.340049,-6.588632,-24603.437500,-24781.611328
{plotter}20028.359375,14916.607422,-26989.253906,0.055908,-0.002930,0.479126,0.000000,0.045802,0.015267,-0.342175,-6.593647,-24599.189453,-24780.937500
{plotter}20028.041016,14921.708008,-26994.759766,0.054565,-0.002319,0.478516,0.000000,0.045802,0.045802,-0.340023,-6.590460,-24605.218750,-24780.708984
{plotter}20030.802734,14921.291016,-26987.820312,0.055420,-0.003052,0.478149,-0.030534,-0.015267,0.076336,-0.337894,-6.594580,-24595.849609,-24779.818359
{plotter}20030.292969,14924.178711,-26993.496094,0.053589,-0.001465,0.478271,-0.015267,-0.045802,0.030534,-0.332822,-6.589243,-24602.363281,-24779.417969
{plotter}20024.494141,14920.797852,-26991.537109,0.054932,-0.001465,0.479858,-0.030534,0.015267,0.137405,-0.316056,-6.589145,-24596.925781,-24778.623047
{plotter}20031.339844,14924.929688,-26987.474609,0.054932,-0.004639,0.475464,-0.015267,0.030534,0.015267,-0.323926,-6.589061,-24594.062500,-24777.654297
{plotter}20027.173828,14924.484375,-26990.208984,0.052856,-0.000366,0.480591,0.000000,0.030534,0.045802,-0.315042,-6.580858,-24597.621094,-24776.962891
{plotter}20037.283203,14929.215820,-26991.787109,0.051514,-0.003662,0.478149,-0.015267,0.030534,0.015267,-0.319102,-6.566923,-24605.341797,-24776.835938
{plotter}20029.427734,14915.649414,-26992.171875,0.055786,-0.001587,0.479126,-0.030534,0.076336,0.030534,-0.323733,-6.563196,-24609.861328,-24777.058594
{plotter}20032.169922,14923.821289,-26986.052734,0.056152,-0.001953,0.480835,0.000000,-0.015267,0.030534,-0.320701,-6.566940,-24600.601562,-24776.585938
{plotter}20028.164062,14928.971680,-26993.521484,0.055542,-0.001221,0.476440,0.000000,0.061069,-0.030534,-0.319945,-6.561438,-24611.423828,-24776.884766
{plotter}20035.287109,14926.816406,-26982.125000,0.052979,-0.002319,0.479614,-0.015267,-0.030534,-0.045802,-0.318556,-6.554049,-24600.984375,-24776.416016
{plotter}20028.156250,14923.288086,-26984.242188,0.054199,-0.002808,0.478638,-0.015267,-0.015267,0.030534,-0.319412,-6.551073,-24605.294922,-24776.265625
{plotter}20027.271484,14924.968750,-26994.148438,0.053833,-0.005127,0.476929,-0.030534,0.015267,0.030534,-0.327160,-6.548192,-24616.945312,-24776.960938
{plotter}20035.400391,14923.840820,-26986.619141,0.054443,-0.004150,0.479004,0.015267,0.015267,0.000000,-0.332158,-6.546276,-24612.023438,-24777.289062
{plotter}20022.804688,14918.496094,-26989.083984,0.054810,-0.002930,0.479126,-0.045802,0.015267,-0.015267,-0.327193,-6.544668,-24615.054688,-24777.804688
{plotter}20026.943359,14922.961914,-26988.804688,0.055664,-0.001587,0.480713,0.015267,-0.061069,0.045802,-0.322440,-6.547954,-24611.992188,-24778.074219
{plotter}20030.509766,14917.245117,-26993.632812,0.056885,-0.001343,0.482056,0.000000,0.000000,0.045802,-0.330970,-6.564058,-24613.476562,-24778.498047
{plotter}20035.423828,14918.777344,-26985.066406,0.054810,-0.001221,0.478882,-0.061069,0.030534,0.030534,-0.325908,-6.562832,-24602.205078,-24778.083984
{plotter}20027.285156,14928.190430,-26989.384766,0.054077,-0.002197,0.480469,-0.045802,0.045802,0.076336,-0.325316,-6.551464,-24611.330078,-24778.279297
{plotter}20029.115234,14926.543945,-26986.294922,0.053833,-0.003174,0.478027,0.000000,0.106870,-0.030534,-0.326844,-6.546093,-24611.146484,-24778.439453
{plotter}20028.193359,14927.079102,-26987.814453,0.054443,-0.000732,0.479858,0.015267,0.045802,-0.030534,-0.319486,-6.538953,-24614.136719,-24778.789062
{plotter}20029.353516,14919.131836,-26996.791016,0.054932,-0.000854,0.476685,-0.030534,0.015267,0.015267,-0.312888,-6.540195,-24620.294922,-24779.587891
{plotter}20032.744141,14921.912109,-26990.408203,0.054077,-0.001953,0.476318,0.000000,0.000000,0.061069,-0.312989,-6.539662,-24613.824219,-24779.876953
{plotter}20027.406250,14928.125977,-26992.550781,0.055786,-0.002441,0.480713,-0.030534,-0.015267,0.015267,-0.312624,-6.542836,-24615.226562,-24780.224609
{plotter}20033.132812,14929.500000,-26989.472656,0.053711,-0.001221,0.479126,-0.030534,0.030534,0.030534,-0.314884,-6.541069,-24612.582031,-24780.367188
{plotter}20028.625000,14931.306641,-26992.193359,0.056030,-0.003052,0.481934,0.045802,-0.030534,-0.030534,-0.315451,-6.544828,-24614.677734,-24780.634766
{plotter}20032.425781,14925.181641,-26989.972656,0.054199,-0.002563,0.475830,-0.015267,0.061069,-0.015267,-0.310461,-6.539111,-24612.730469,-24780.753906
{plotter}20039.765625,14923.644531,-26988.914062,0.055908,-0.003296,0.479370,0.000000,0.015267,0.045802,-0.313038,-6.542857,-24610.281250,-24780.708984
{plotter}20033.271484,14926.250000,-26985.105469,0.053223,-0.003662,0.476807,-0.015267,0.091603,0.000000,-0.317724,-6.528156,-24613.017578,-24780.806641
{plotter}20028.785156,14926.261719,-26986.017578,0.053833,-0.001709,0.478760,-0.030534,0.030534,-0.015267,-0.314383,-6.524445,-24616.394531,-24781.111328
{plotter}20024.968750,14928.559570,-26991.591797,0.056030,0.000488,0.479248,0.000000,0.000000,-0.061069,-0.305560,-6.532639,-24618.714844,-24781.556641
{plotter}20029.949219,14918.822266,-26983.988281,0.056152,-0.001587,0.478760,-0.015267,0.015267,0.000000,-0.301925,-6.537796,-24605.660156,-24781.072266
{plotter}20024.173828,14917.738281,-26989.666016,0.052979,-0.003418,0.478027,0.015267,0.061069,0.000000,-0.317105,-6.529809,-24617.707031,-24781.458984
{plotter}20028.654297,14918.898438,-26992.621094,0.057129,-0.003052,0.475342,-0.015267,0.061069,0.015267,-0.318822,-6.539560,-24618.005859,-24781.863281
{plotter}20027.304688,14922.619141,-26987.472656,0.056152,-0.004761,0.481689,-0.030534,0.076336,0.045802,-0.311755,-6.546796,-24607.894531,-24781.496094
{plotter}20024.416016,14920.491211,-26987.716797,0.055420,-0.002686,0.477783,-0.015267,0.015267,-0.030534,-0.312094,-6.549166,-24608.048828,-24781.148438
{plotter}20027.562500,14920.494141,-26990.007812,0.056885,-0.004028,0.478760,-0.045802,-0.045802,0.015267,-0.319019,-6.552172,-24611.230469,-24781.044922
{plotter}20029.580078,14924.514648,-26992.625000,0.054443,-0.000122,0.474243,-0.076336,-0.015267,0.015267,-0.310351,-6.552703,-24610.492188,-24780.875000
{plotter}20023.701172,14923.911133,-26983.683594,0.055176,-0.001343,0.477173,-0.045802,0.045802,0.061069,-0.316170,-6.546223,-24606.972656,-24780.416016
{plotter}20023.621094,14922.991211,-26991.537109,0.054688,-0.003662,0.478149,0.015267,0.000000,-0.030534,-0.319614,-6.545919,-24615.177734,-24780.564453
{plotter}20022.638672,14921.900391,-26988.449219,0.054321,-0.000244,0.475220,-0.015267,0.015267,0.061069,-0.314283,-6.551676,-24609.285156,-24780.279297
{plotter}20024.605469,14927.284180,-26992.896484,0.055908,-0.000977,0.481445,0.000000,-0.030534,0.030534,-0.307820,-6.554859,-24609.832031,-24780.021484
{plotter}20032.890625,14917.312500,-26992.935547,0.053345,-0.004272,0.482422,0.000000,0.015267,0.015267,-0.316470,-6.544868,-24613.392578,-24780.060547
{plotter}20028.466797,14926.959961,-26988.296875,0.053345,-0.001099,0.479004,-0.030534,0.000000,0.000000,-0.310852,-6.539169,-24611.890625,-24779.914062
{plotter}20023.908203,14929.202148,-26991.513672,0.055420,0.000854,0.479126,0.015267,0.015267,0.015267,-0.310036,-6.538860,-24617.166016,-24780.125000
{plotter}20034.425781,14920.720703,-26993.736328,0.054077,-0.003906,0.477905,0.015267,0.030534,0.045802,-0.314759,-6.536095,-24618.816406,-24780.486328
{plotter}20034.994141,14919.829102,-26995.369141,0.054199,-0.002075,0.473633,0.000000,0.015267,0.015267,-0.314942,-6.531135,-24622.626953,-24781.089844
{plotter}20029.957031,14919.443359,-26987.619141,0.056641,-0.003418,0.477539,0.015267,0.061069,-0.015267,-0.317531,-6.538004,-24613.185547,-24780.972656
{plotter}20033.421875,14924.398438,-26990.384766,0.056152,-0.003540,0.479858,-0.030534,0.030534,0.045802,-0.314604,-6.543177,-24612.988281,-24780.828125
{plotter}20033.751953,14918.791016,-26983.302734,0.056152,-0.000122,0.479736,-0.015267,0.015267,0.076336,-0.305207,-6.547571,-24601.466797,-24779.859375
{plotter}20027.142578,14921.007812,-26988.017578,0.054565,-0.001953,0.476074,0.015267,0.030534,0.030534,-0.302532,-6.540995,-24609.085938,-24779.431641
{plotter}20030.150391,14916.801758,-26990.050781,0.054688,-0.002686,0.478271,-0.015267,0.030534,0.045802,-0.303291,-6.540319,-24610.988281,-24779.164062
{plotter}20042.027344,14914.259766,-26983.171875,0.056152,-0.002319,0.481323,0.000000,0.061069,0.000000,-0.308623,-6.543183,-24603.576172,-24778.396484
{plotter}20032.617188,14913.319336,-26983.037109,0.056519,-0.004150,0.479370,-0.045802,0.000000,0.045802,-0.315253,-6.549359,-24603.158203,-24777.615234
{plotter}20033.269531,14928.053711,-26989.078125,0.054321,-0.002197,0.474854,-0.045802,0.030534,0.000000,-0.310170,-6.551583,-24606.917969,-24777.083984
{plotter}20034.451172,14921.775391,-26985.818359,0.054932,-0.005981,0.482544,-0.045802,0.045802,-0.030534,-0.323464,-6.549408,-24607.841797,-24776.652344
{plotter}20036.855469,14925.602539,-26987.041016,0.056396,-0.002441,0.477661,0.015267,0.000000,0.076336,-0.331338,-6.558584,-24608.193359,-24776.265625
{plotter}20033.238281,14927.997070,-26989.988281,0.055420,-0.003052,0.479492,0.061069,0.030534,-0.030534,-0.331188,-6.559593,-24610.048828,-24776.007812
{plotter}20031.457031,14919.636719,-26991.283203,0.053467,-0.003662,0.477051,-0.015267,0.015267,0.061069,-0.332286,-6.557347,-24611.550781,-24775.876953
{plotter}20033.513672,14926.017578,-26981.103516,0.055786,-0.001709,0.479614,-0.045802,0.045802,0.030534,-0.328791,-6.559475,-24600.611328,-24774.929688
{plotter}20035.078125,14922.882812,-26987.279297,0.056396,-0.001709,0.475830,-0.045802,0.000000,-0.015267,-0.327292,-6.558571,-24607.896484,-24774.544922
{plotter}20031.726562,14917.476562,-26989.248047,0.055298,-0.002075,0.482544,0.061069,0.000000,0.015267,-0.323569,-6.558284,-24607.998047,-24774.181641
{plotter}20032.595703,14922.358398,-26984.507812,0.053955,-0.001221,0.478760,-0.030534,0.061069,0.045802,-0.312871,-6.545849,-24605.296875,-24773.582031
{plotter}20030.968750,14922.478516,-26986.417969,0.054688,-0.004517,0.478516,-0.015267,-0.045802,0.015267,-0.320250,-6.546134,-24609.328125,-24773.285156
{plotter}20026.310547,14927.791016,-26989.666016,0.055298,-0.001587,0.480835,-0.015267,0.045802,0.000000,-0.319288,-6.552339,-24610.767578,-24773.082031
{plotter}20028.605469,14920.924805,-26987.054688,0.054810,-0.003174,0.483154,-0.061069,0.015267,-0.015267,-0.321876,-6.549917,-24609.121094,-24772.777344
{plotter}20039.580078,14914.535156,-26990.527344,0.054565,-0.001343,0.480225,-0.045802,0.076336,-0.015267,-0.313491,-6.543721,-24611.625000,-24772.691406
{plotter}20030.322266,14915.864258,-26986.494141,0.055054,-0.002075,0.480103,-0.015267,0.015267,-0.015267,-0.311411,-6.543804,-24608.113281,-24772.308594
{plotter}20029.255859,14922.325195,-26987.365234,0.056274,-0.001587,0.482178,0.015267,0.045802,-0.015267,-0.310098,-6.549253,-24607.507812,-24771.875000
{plotter}20032.000000,14917.756836,-26993.929688,0.053101,-0.001709,0.477539,0.000000,0.045802,0.000000,-0.306546,-6.542382,-24614.642578,-24771.974609
{plotter}20032.843750,14918.281250,-26984.542969,0.052979,-0.004883,0.480103,-0.045802,0.030534,-0.015267,-0.310937,-6.539054,-24605.593750,-24771.402344
{plotter}20027.478516,14918.998047,-26992.263672,0.053711,-0.004028,0.480103,0.000000,0.000000,-0.030534,-0.316129,-6.534467,-24619.138672,-24771.802734
{plotter}20032.826172,14911.367188,-26994.984375,0.054688,-0.003174,0.477051,0.000000,0.045802,0.030534,-0.317316,-6.539021,-24619.433594,-24772.248047
{plotter}20029.685547,14921.003906,-26985.445312,0.056396,-0.001831,0.479248,-0.045802,0.061069,0.000000,-0.314712,-6.543963,-24607.953125,-24771.798828
{plotter}20025.251953,14923.596680,-26989.384766,0.054321,-0.002441,0.479614,0.000000,-0.015267,0.030534,-0.317469,-6.544566,-24612.638672,-24771.687500
{plotter}20032.142578,14918.980469,-26994.388672,0.053833,-0.002930,0.478149,-0.045802,0.030534,0.000000,-0.319087,-6.540603,-24619.015625,-24772.056641
{plotter}20031.388672,14920.491211,-26987.230469,0.053711,-0.003174,0.479004,0.000000,0.000000,0.000000,-0.320656,-6.537574,-24612.828125,-24771.937500
{plotter}20035.283203,14920.401367,-26987.218750,0.057617,-0.002319,0.481689,-0.076336,0.030534,0.045802,-0.320339,-6.546549,-24609.476562,-24771.595703
{plotter}20029.478516,14923.447266,-26994.125000,0.054199,-0.001221,0.477905,-0.015267,0.000000,0.000000,-0.321299,-6.547240,-24617.208984,-24771.802734
{plotter}20030.839844,14920.580078,-26986.732422,0.055420,-0.002075,0.474976,-0.030534,0.030534,0.045802,-0.319411,-6.550599,-24607.636719,-24771.308594
{plotter}20031.671875,14919.391602,-26989.271484,0.054077,-0.003540,0.475952,0.030534,0.045802,-0.030534,-0.315821,-6.553228,-24607.416016,-24770.816406
{plotter}20030.212891,14914.289062,-26992.013672,0.055176,-0.000977,0.481323,0.000000,0.045802,0.076336,-0.309386,-6.552451,-24609.611328,-24770.498047
{plotter}20026.984375,14921.010742,-26988.447266,0.052612,-0.003662,0.479614,0.030534,0.030534,0.000000,-0.317055,-6.543357,-24610.382812,-24770.197266
{plotter}20030.671875,14923.467773,-26987.451172,0.054443,-0.004272,0.477783,-0.030534,0.030534,0.091603,-0.323774,-6.541893,-24612.998047,-24770.085938
{plotter}20032.748047,14913.458008,-26989.644531,0.056030,-0.001587,0.481812,-0.030534,-0.076336,-0.045802,-0.311135,-6.547624,-24610.373047,-24769.816406
{plotter}20034.716797,14923.086914,-26991.042969,0.053589,-0.001709,0.481445,0.000000,0.015267,0.045802,-0.307580,-6.541494,-24612.115234,-24769.634766
{plotter}20032.933594,14921.285156,-26987.677734,0.055786,-0.002197,0.477173,-0.030534,0.045802,0.000000,-0.312694,-6.553187,-24606.214844,-24769.044922
{plotter}20033.248047,14920.616211,-26990.861328,0.057617,-0.001831,0.477539,0.030534,0.061069,0.015267,-0.309070,-6.563059,-24603.816406,-24768.318359
{plotter}20031.912109,14915.768555,-26985.615234,0.053589,-0.002563,0.479858,-0.045802,0.015267,-0.015267,-0.312335,-6.559673,-24600.005859,-24767.343750
{plotter}20036.154297,14921.619141,-26991.226562,0.054199,-0.000244,0.475586,-0.015267,0.015267,-0.030534,-0.303279,-6.557975,-24604.410156,-24766.695312
{plotter}20031.171875,14920.542969,-26988.113281,0.052490,-0.002686,0.478394,-0.091603,0.015267,-0.045802,-0.298613,-6.555159,-24600.216797,-24765.746094
