BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}20032.640625,14918.072266,-26988.136719,0.053345,-0.002686,0.477173,-0.045802,0.045802,0.015267,-0.299944,-6.549180,-24604.398438,-24765.121094
{plotter}20027.089844,14926.796875,-26987.660156,0.058594,-0.002075,0.477905,-0.030534,0.045802,-0.015267,-0.295116,-6.563579,-24599.732422,-24764.150391
{plotter}20031.466797,14926.025391,-26989.115234,0.053223,0.000244,0.479858,-0.015267,-0.030534,0.045802,-0.284868,-6.556962,-24598.554688,-24763.125000
{plotter}20030.177734,14922.500000,-26989.031250,0.052002,-0.004150,0.479614,-0.030534,0.015267,-0.061069,-0.289364,-6.548501,-24600.757812,-24762.294922
{plotter}20028.228516,14921.741211,-26985.994141,0.056519,-0.003784,0.480103,-0.061069,-0.061069,0.061069,-0.295448,-6.555165,-24599.238281,-24761.386719
{plotter}20031.609375,14928.762695,-26989.859375,0.054321,-0.005737,0.477417,-0.091603,-0.015267,-0.030534,-0.308594,-6.555022,-24604.642578,-24760.894531
{plotter}20025.791016,14918.704102,-26990.222656,0.056396,-0.002197,0.482422,-0.076336,0.000000,0.015267,-0.308121,-6.559028,-24605.398438,-24760.501953
{plotter}20034.123047,14926.257812,-26986.896484,0.055054,-0.004517,0.479004,-0.015267,-0.015267,0.030534,-0.317530,-6.560815,-24602.250000,-24759.892578
{plotter}20028.316406,14917.902344,-26989.994141,0.055054,-0.003662,0.479736,0.015267,0.015267,0.015267,-0.320952,-6.560508,-24607.572266,-24759.708984
{plotter}20033.107422,14915.110352,-26985.699219,0.052734,-0.002808,0.480713,0.030534,0.045802,-0.015267,-0.313986,-6.552618,-24602.656250,-24759.171875
{plotter}20028.500000,14924.305664,-26992.275391,0.058472,-0.001465,0.480591,-0.061069,0.030534,0.045802,-0.310395,-6.564821,-24605.416016,-24758.832031
{plotter}20032.587891,14914.326172,-26984.476562,0.056152,-0.003540,0.479004,0.000000,-0.015267,-0.015267,-0.308055,-6.561254,-24598.349609,-24758.011719
{plotter}20020.980469,14922.140625,-26988.046875,0.053833,-0.000977,0.476196,-0.076336,0.030534,0.015267,-0.303007,-6.557598,-24603.066406,-24757.501953
{plotter}20023.533203,14916.530273,-26987.314453,0.059204,-0.001465,0.476196,-0.030534,0.076336,0.000000,-0.301942,-6.564175,-24601.894531,-24756.947266
{plotter}20036.556641,14916.955078,-26981.634766,0.057251,-0.001831,0.479126,0.030534,-0.030534,0.030534,-0.298657,-6.573055,-24587.572266,-24755.427734
{plotter}20026.650391,14921.018555,-26982.966797,0.054321,-0.003418,0.477051,0.000000,0.030534,0.030534,-0.303183,-6.575797,-24589.388672,-24754.064453
{plotter}20026.404297,14923.086914,-26981.949219,0.055054,-0.003052,0.475098,0.000000,0.030534,0.045802,-0.305144,-6.576795,-24589.240234,-24752.736328
{plotter}20028.166016,14930.908203,-26987.767578,0.056030,-0.000977,0.481812,0.045802,0.045802,0.015267,-0.302360,-6.583616,-24592.267578,-24751.673828
{plotter}20032.171875,14922.049805,-26979.523438,0.055908,-0.005127,0.478882,0.015267,0.045802,0.000000,-0.311871,-6.585693,-24584.316406,-24750.115234
{plotter}20027.994141,14924.880859,-26990.851562,0.054565,-0.001831,0.481934,-0.015267,0.061069,0.015267,-0.309798,-6.588466,-24593.984375,-24749.316406
{plotter}20038.644531,14924.858398,-26988.466797,0.053467,-0.003052,0.480225,0.030534,0.045802,0.015267,-0.310880,-6.580598,-24594.265625,-24748.576172
{plotter}20030.429688,14928.587891,-26982.638672,0.054077,-0.005127,0.478394,-0.030534,0.061069,0.000000,-0.315871,-6.578442,-24589.908203,-24747.513672
{plotter}20031.083984,14928.644531,-26985.255859,0.056519,-0.002197,0.478882,-0.045802,0.061069,0.000000,-0.314712,-6.582753,-24592.080078,-24746.664062
{plotter}20035.392578,14930.181641,-26990.851562,0.056152,-0.003662,0.477661,-0.030534,0.045802,0.015267,-0.324262,-6.588892,-24597.261719,-24746.248047
{plotter}20033.884766,14924.332031,-26989.015625,0.054443,-0.001709,0.480347,0.015267,0.045802,0.015267,-0.319996,-6.584647,-24596.062500,-24745.769531
{plotter}20041.207031,14922.327148,-26980.888672,0.055786,-0.004883,0.479614,-0.015267,0.061069,0.000000,-0.318611,-6.573860,-24590.496094,-24744.902344
{plotter}20029.396484,14928.434570,-26992.339844,0.056152,-0.000977,0.480591,0.015267,0.030534,0.000000,-0.311702,-6.576676,-24600.976562,-24744.794922
{plotter}20030.640625,14920.007812,-26988.322266,0.056274,-0.000977,0.479370,-0.015267,0.015267,0.000000,-0.306936,-6.572003,-24598.667969,-24744.539062
{plotter}20029.458984,14927.122070,-26990.818359,0.054565,-0.001587,0.481201,0.015267,0.076336,0.000000,-0.302718,-6.567908,-24600.667969,-24744.408203
{plotter}20031.662109,14918.455078,-26993.425781,0.056641,-0.003296,0.476440,-0.061069,0.000000,-0.076336,-0.298138,-6.573999,-24600.039062,-24744.275391
{plotter}20027.806641,14922.350586,-26987.273438,0.056274,-0.002075,0.480347,-0.045802,-0.015267,0.045802,-0.297139,-6.578104,-24591.787109,-24743.537109
{plotter}20029.654297,14922.791992,-26988.976562,0.056152,-0.003540,0.482056,-0.015267,0.030534,0.045802,-0.296609,-6.576130,-24593.845703,-24742.976562
{plotter}20033.521484,14920.811523,-26989.623047,0.053345,-0.004028,0.481201,0.000000,0.106870,-0.015267,-0.302242,-6.566819,-24599.298828,-24742.841797
{plotter}20031.203125,14922.927734,-26989.525391,0.054443,-0.005981,0.477539,0.015267,0.015267,0.045802,-0.311145,-6.571398,-24598.386719,-24742.648438
{plotter}20031.566406,14924.963867,-26984.267578,0.056274,-0.003174,0.477783,0.000000,0.015267,-0.015267,-0.313143,-6.576238,-24593.234375,-24742.095703
{plotter}20028.390625,14924.364258,-26990.628906,0.053711,-0.003784,0.477539,0.000000,0.061069,0.045802,-0.317581,-6.566546,-24603.714844,-24742.312500
{plotter}20026.611328,14925.196289,-26981.732422,0.055664,-0.002319,0.478638,-0.061069,0.015267,-0.015267,-0.317056,-6.568860,-24595.250000,-24741.896484
{plotter}20027.718750,14930.250977,-26983.630859,0.055542,-0.002930,0.479614,0.030534,0.061069,0.061069,-0.318286,-6.565664,-24598.699219,-24741.730469
{plotter}20030.437500,14923.487305,-26987.548828,0.054932,0.000000,0.474976,0.000000,0.045802,-0.015267,-0.307879,-6.566357,-24599.234375,-24741.636719
{plotter}20032.689453,14918.700195,-26977.958984,0.053467,-0.002808,0.477295,-0.015267,-0.045802,0.000000,-0.290070,-6.552688,-24589.583984,-24740.822266
{plotter}20029.119141,14923.528320,-26985.720703,0.054565,-0.002808,0.479248,0.000000,0.015267,0.106870,-0.291530,-6.551017,-24599.531250,-24740.738281
{plotter}20031.931641,14924.335938,-26985.785156,0.055908,-0.001099,0.475708,0.015267,0.015267,0.030534,-0.276689,-6.558627,-24593.638672,-24740.234375
{plotter}20019.986328,14926.884766,-26983.123047,0.055908,-0.003784,0.477173,-0.030534,-0.015267,0.015267,-0.282694,-6.563248,-24590.839844,-24739.521484
{plotter}20032.306641,14924.775391,-26983.138672,0.058105,-0.001953,0.477905,0.030534,-0.015267,-0.030534,-0.268315,-6.585334,-24578.853516,-24738.029297
{plotter}20030.169922,14922.115234,-26991.259766,0.055176,-0.003662,0.479248,0.030534,0.015267,-0.030534,-0.272998,-6.584932,-24586.544922,-24737.171875
{plotter}20026.302734,14925.585938,-26986.216797,0.054199,-0.001099,0.478638,0.015267,0.061069,0.000000,-0.270003,-6.590392,-24578.791016,-24735.775391
{plotter}20031.558594,14925.958008,-26981.634766,0.055176,-0.001465,0.480469,-0.076336,-0.015267,0.045802,-0.268063,-6.589786,-24573.628906,-24734.060547
{plotter}20028.058594,14917.955078,-26992.466797,0.052368,-0.002197,0.477173,-0.015267,0.000000,-0.015267,-0.262327,-6.586786,-24582.962891,-24733.113281
{plotter}20034.029297,14921.851562,-26985.298828,0.055176,-0.002808,0.474976,0.030534,0.015267,-0.015267,-0.264058,-6.588216,-24576.568359,-24731.736328
{plotter}20036.949219,14925.129883,-26989.957031,0.055176,-0.001709,0.476929,0.030534,-0.015267,0.000000,-0.263012,-6.578035,-24585.146484,-24731.017578
{plotter}20034.173828,14919.363281,-26984.853516,0.055908,-0.003174,0.480713,0.015267,-0.061069,0.000000,-0.266264,-6.581210,-24579.476562,-24729.941406
{plotter}20023.632812,14920.010742,-26990.476562,0.054565,-0.004272,0.478271,-0.030534,-0.015267,0.091603,-0.250436,-6.579313,-24581.867188,-24729.039062
{plotter}20028.470703,14924.857422,-26989.060547,0.056274,-0.002686,0.478149,-0.076336,0.045802,0.030534,-0.253802,-6.583249,-24580.318359,-24728.072266
{plotter}20036.750000,14919.711914,-26993.259766,0.054810,0.000244,0.476562,-0.015267,0.000000,-0.061069,-0.244732,-6.590714,-24578.972656,-24727.101562
{plotter}20029.347656,14914.932617,-26983.210938,0.053589,-0.001831,0.480103,-0.030534,0.045802,0.030534,-0.244242,-6.583298,-24571.890625,-24725.634766
{plotter}20031.611328,14922.444336,-26987.837891,0.055176,-0.002441,0.479370,0.015267,0.000000,0.045802,-0.240511,-6.576130,-24578.066406,-24724.644531
{plotter}20027.814453,14923.065430,-26993.564453,0.057251,-0.002319,0.477051,-0.076336,0.000000,0.045802,-0.242836,-6.585091,-24581.306641,-24723.949219
{plotter}20033.677734,14919.392578,-26980.490234,0.055054,-0.000610,0.476318,-0.045802,-0.030534,0.030534,-0.250701,-6.586933,-24569.570312,-24722.464844
{plotter}20029.925781,14927.059570,-26992.150391,0.057251,-0.003540,0.478394,0.030534,0.015267,-0.015267,-0.255530,-6.594697,-24579.078125,-24721.726562
{plotter}20030.798828,14923.769531,-26988.277344,0.054688,-0.006714,0.480713,0.061069,-0.015267,-0.030534,-0.268226,-6.606390,-24571.671875,-24720.533203
{plotter}20027.888672,14926.566406,-26985.695312,0.054443,-0.001343,0.481934,-0.045802,0.061069,0.091603,-0.265457,-6.600667,-24573.048828,-24719.464844
{plotter}20027.140625,14924.903320,-26988.220703,0.058350,-0.003906,0.482788,0.000000,-0.015267,-0.015267,-0.257965,-6.598654,-24575.427734,-24718.605469
{plotter}20027.687500,14929.807617,-26993.552734,0.053223,-0.000122,0.479370,0.030534,0.000000,0.091603,-0.249659,-6.590641,-24580.861328,-24718.158203
{plotter}20033.427734,14926.642578,-26985.494141,0.054810,-0.002319,0.479248,-0.030534,0.091603,0.091603,-0.248388,-6.578238,-24576.277344,-24717.402344
{plotter}20032.890625,14926.126953,-26986.625000,0.056885,-0.002319,0.479248,-0.015267,-0.030534,0.000000,-0.249361,-6.585248,-24575.455078,-24716.638672
{plotter}20025.218750,14919.115234,-26989.724609,0.052856,-0.004639,0.479736,-0.045802,-0.030534,0.030534,-0.273065,-6.582658,-24584.267578,-24716.580078
{plotter}20026.460938,14924.265625,-26986.414062,0.053467,-0.002930,0.477783,-0.045802,0.030534,0.015267,-0.276136,-6.576259,-24586.451172,-24716.662109
{plotter}20027.691406,14926.699219,-26993.632812,0.054321,-0.002075,0.480469,-0.045802,0.015267,0.015267,-0.279551,-6.569803,-24596.451172,-24717.472656
{plotter}20030.785156,14921.466797,-26987.072266,0.054688,-0.001953,0.476562,-0.030534,-0.015267,-0.015267,-0.278384,-6.569708,-24589.804688,-24717.794922
{plotter}20030.044922,14923.089844,-26988.662109,0.054932,-0.000366,0.478882,-0.045802,0.061069,0.030534,-0.269738,-6.567963,-24589.957031,-24718.107422
{plotter}20023.931641,14932.441406,-26991.546875,0.053467,-0.002441,0.480469,-0.015267,0.000000,0.030534,-0.274006,-6.560250,-24596.730469,-24718.853516
{plotter}20029.173828,14928.375000,-26987.138672,0.054321,-0.003418,0.478516,0.000000,0.030534,0.045802,-0.278221,-6.557486,-24594.949219,-24719.466797
{plotter}20027.742188,14925.149414,-26984.324219,0.054199,-0.001709,0.480103,-0.015267,0.061069,0.091603,-0.286976,-6.553433,-24595.777344,-24720.128906
{plotter}20032.591797,14922.687500,-26991.328125,0.051636,-0.004639,0.479736,0.030534,0.015267,0.061069,-0.294953,-6.540464,-24609.812500,-24721.792969
{plotter}20028.640625,14926.178711,-26989.779297,0.053101,-0.005249,0.479370,-0.015267,-0.030534,0.015267,-0.299928,-6.530756,-24611.998047,-24723.519531
{plotter}20027.275391,14931.953125,-26983.445312,0.055420,-0.006226,0.479004,-0.030534,0.030534,0.045802,-0.314532,-6.532869,-24610.703125,-24725.078125
{plotter}20023.578125,14930.049805,-26992.527344,0.052124,-0.002808,0.479126,0.015267,0.045802,0.000000,-0.312287,-6.526463,-24620.501953,-24727.281250
{plotter}20028.255859,14923.301758,-26990.611328,0.054565,-0.003662,0.478638,0.015267,0.000000,0.000000,-0.315882,-6.526140,-24620.708984,-24729.441406
{plotter}20028.095703,14925.050781,-26982.898438,0.055664,-0.001709,0.480347,-0.061069,0.061069,0.076336,-0.307353,-6.533619,-24608.406250,-24730.615234
{plotter}20020.283203,14927.090820,-26992.931641,0.050903,-0.003662,0.477417,-0.061069,-0.030534,0.091603,-0.312531,-6.520185,-24625.468750,-24732.933594
{plotter}20026.128906,14928.002930,-26987.851562,0.054932,-0.001343,0.481567,-0.030534,-0.015267,0.076336,-0.306956,-6.520491,-24618.212891,-24734.632812
{plotter}20026.267578,14931.777344,-26990.488281,0.054565,-0.001099,0.475708,-0.030534,0.030534,-0.045802,-0.300226,-6.521320,-24618.775391,-24736.281250
{plotter}20028.117188,14929.117188,-26986.634766,0.053589,-0.000977,0.479980,0.000000,0.030534,-0.030534,-0.303218,-6.515858,-24617.568359,-24737.775391
{plotter}20026.500000,14927.465820,-26993.066406,0.054688,-0.002075,0.476807,-0.030534,-0.015267,0.045802,-0.301867,-6.517376,-24623.291016,-24739.611328
{plotter}20022.677734,14928.579102,-26984.873047,0.055420,-0.004883,0.476685,0.030534,0.030534,0.030534,-0.315529,-6.520385,-24617.632812,-24740.949219
{plotter}20023.576172,14928.252930,-26992.154297,0.056885,-0.001709,0.479736,-0.015267,0.000000,-0.015267,-0.311983,-6.528540,-24620.839844,-24742.474609
{plotter}20019.292969,14926.580078,-26991.152344,0.054688,-0.003784,0.482300,0.000000,0.015267,0.015267,-0.319939,-6.527206,-24622.250000,-24744.023438
{plotter}20024.308594,14925.737305,-26987.087891,0.056396,-0.004028,0.479248,-0.045802,-0.030534,0.030534,-0.325701,-6.533997,-24617.035156,-24745.146484
{plotter}20023.191406,14924.543945,-26989.689453,0.053345,-0.004517,0.477539,-0.030534,-0.045802,0.015267,-0.332602,-6.527825,-24622.724609,-24746.611328
{plotter}20024.968750,14920.211914,-26985.949219,0.056030,-0.003540,0.481812,-0.061069,0.000000,0.015267,-0.336235,-6.531601,-24619.455078,-24747.791016
{plotter}20022.103516,14926.968750,-26993.978516,0.054321,-0.004150,0.478516,-0.015267,0.015267,0.045802,-0.337063,-6.526113,-24629.484375,-24749.591797
{plotter}20020.558594,14925.001953,-26986.748047,0.053467,-0.003540,0.474609,-0.030534,0.000000,-0.045802,-0.340160,-6.523367,-24625.082031,-24750.976562
{plotter}20027.203125,14925.373047,-26991.826172,0.052368,-0.000732,0.477539,0.030534,0.045802,0.015267,-0.331497,-6.513460,-24630.660156,-24752.687500
{plotter}20025.921875,14924.935547,-26982.554688,0.056030,-0.003052,0.476807,-0.030534,0.030534,0.045802,-0.332997,-6.519414,-24620.058594,-24753.531250
{plotter}20023.390625,14923.296875,-26993.470703,0.054077,-0.001221,0.477539,-0.030534,-0.030534,0.061069,-0.337554,-6.514634,-24634.693359,-24755.382812
{plotter}20020.919922,14919.822266,-26993.841797,0.055664,-0.000488,0.479492,0.030534,0.015267,0.045802,-0.328018,-6.518228,-24631.011719,-24756.865234
{plotter}20022.072266,14922.800781,-26985.927734,0.055298,-0.002808,0.474976,0.030534,0.000000,0.015267,-0.323026,-6.513463,-24624.361328,-24757.751953
{plotter}20026.705078,14923.952148,-26988.765625,0.055664,-0.001221,0.477539,0.000000,0.015267,0.045802,-0.317263,-6.517951,-24622.691406,-24758.464844
{plotter}20023.820312,14925.192383,-26988.369141,0.054688,-0.004150,0.478149,0.000000,-0.030534,-0.015267,-0.323280,-6.520718,-24622.699219,-24759.117188
{plotter}20027.607422,14928.336914,-26986.806641,0.055054,-0.002441,0.478027,0.015267,0.045802,-0.015267,-0.321830,-6.521964,-24620.228516,-24759.533203
{plotter}20022.847656,14922.522461,-26980.980469,0.057251,-0.000732,0.475830,0.015267,0.000000,0.045802,-0.316453,-6.526008,-24614.384766,-24759.478516
{plotter}20025.757812,14923.058594,-26990.453125,0.054077,-0.003662,0.479858,0.015267,0.000000,0.015267,-0.319908,-6.523331,-24622.992188,-24760.033203
{plotter}20022.935547,14924.594727,-26984.500000,0.056152,-0.003296,0.477295,0.000000,0.030534,-0.030534,-0.320760,-6.521228,-24619.164062,-24760.232422
{plotter}20028.113281,14915.950195,-26980.843750,0.054565,-0.002930,0.476196,-0.030534,0.000000,-0.015267,-0.322042,-6.522134,-24614.164062,-24760.076172
{plotter}20018.816406,14921.548828,-26984.111328,0.055908,-0.000732,0.477051,0.000000,0.061069,-0.030534,-0.310476,-6.522758,-24616.701172,-24760.029297
{plotter}20013.083984,14917.000000,-26981.359375,0.057495,-0.002808,0.474487,0.000000,0.030534,0.045802,-0.311278,-6.535036,-24608.460938,-24759.376953
{plotter}20024.521484,14919.547852,-26979.289062,0.055542,0.000244,0.481323,0.000000,0.015267,0.000000,-0.303794,-6.533365,-24605.189453,-24758.494141
{plotter}20014.277344,14913.280273,-26975.404297,0.057251,0.000000,0.481689,-0.061069,-0.015267,0.015267,-0.294888,-6.541855,-24595.458984,-24756.906250
{plotter}20013.691406,14920.582031,-26975.509766,0.056641,-0.002197,0.478882,-0.015267,0.076336,0.045802,-0.289222,-6.549233,-24592.156250,-24755.089844
{plotter}20011.115234,14918.862305,-26971.027344,0.053467,-0.003906,0.479370,0.000000,0.045802,0.030534,-0.294770,-6.542987,-24591.013672,-24753.228516
{plotter}20000.910156,14912.593750,-26970.910156,0.056763,-0.003174,0.478027,-0.106870,0.061069,-0.015267,-0.302214,-6.554431,-24589.937500,-24751.349609
{plotter}19994.220703,14915.306641,-26970.263672,0.052124,-0.001831,0.478760,0.000000,0.061069,0.000000,-0.299357,-6.542959,-24593.349609,-24749.722656
{plotter}19999.701172,14908.868164,-26962.449219,0.053467,-0.000366,0.477295,-0.045802,0.000000,0.030534,-0.303522,-6.540089,-24587.236328,-24747.730469
{plotter}19991.462891,14916.193359,-26965.382812,0.054077,-0.001587,0.478760,0.015267,0.030534,-0.015267,-0.299416,-6.536955,-24591.238281,-24746.025391
{plotter}19983.208984,14910.970703,-26959.085938,0.057739,-0.002686,0.476318,-0.030534,0.015267,0.091603,-0.300467,-6.547237,-24583.730469,-24743.828125
{plotter}19983.529297,14914.196289,-26959.750000,0.053223,-0.001709,0.481323,-0.015267,0.000000,-0.045802,-0.297323,-6.540061,-24584.755859,-24741.757812
{plotter}19984.152344,14912.001953,-26958.785156,0.053833,-0.002197,0.480225,0.000000,0.015267,-0.061069,-0.303355,-6.541138,-24584.308594,-24739.738281
{plotter}19979.388672,14912.928711,-26951.763672,0.053101,-0.000977,0.483887,-0.015267,0.045802,0.000000,-0.297391,-6.531904,-24580.566406,-24737.468750
{plotter}19977.177734,14910.852539,-26955.039062,0.056152,-0.001343,0.478149,0.015267,0.015267,-0.030534,-0.292325,-6.532575,-24583.783203,-24735.505859
{plotter}19977.173828,14911.627930,-26955.271484,0.053467,-0.002441,0.480591,-0.015267,0.030534,-0.045802,-0.292248,-6.526603,-24585.101562,-24733.695312
{plotter}19973.812500,14912.837891,-26953.488281,0.054688,-0.002930,0.477783,0.000000,0.045802,0.061069,-0.291717,-6.527496,-24583.009766,-24731.785156
{plotter}19984.181641,14908.231445,-26951.644531,0.056152,0.001343,0.481567,0.030534,0.091603,-0.030534,-0.276532,-6.530405,-24575.136719,-24729.404297
{plotter}19976.300781,14907.241211,-26958.759766,0.052856,-0.002075,0.479980,0.045802,-0.030534,0.045802,-0.268799,-6.527549,-24581.363281,-24727.542969
{plotter}19974.246094,14910.794922,-26953.908203,0.054321,-0.003418,0.477783,0.015267,-0.045802,-0.030534,-0.272820,-6.527375,-24578.789062,-24725.546875
{plotter}19974.648438,14909.319336,-26958.113281,0.055298,-0.001465,0.479126,-0.030534,0.000000,-0.045802,-0.264750,-6.533661,-24578.896484,-24723.644531
{plotter}19969.197266,14902.353516,-26955.226562,0.053589,-0.004028,0.481079,-0.030534,0.061069,0.030534,-0.271981,-6.527411,-24580.402344,-24721.931641
